,Titulo,Tipo,Nuevo,Ubicacion,Precio,Precio en,total inmueble (m2),techado (m2),habitaciones,baños,parqueaderos
2799,"Venta de Local en Cabañas, Bello",local-comercial,False,"Cabañas, Bello, Bello, Antioquia",450,millones,101.0,101.0,,1.0,
2800,VENDO LOCAL DE 2 AMBIENTES EN EL NORTE DE CALI (MIC),local-comercial,False,"Prados Del Norte, Cali, Cali, Valle del Cauca",125,millones,46.0,46.0,2.0,1.0,1.0
2801,Venta Local Centro Comercial San Jose Plaza-San Andresito Bogotá ,local-comercial,False,"Los Mártires, Bogotá, Cundinamarca",200,millones,,,,,
2802,LOCAL EN VENTA EN Bogotá,local-comercial,False,"ORIENTE , Chapinero Alto, Bogotá, Bogota",2400,millones,240.0,240.0,,2.0,3.0
2803,"Estupendo Local Comercial se ubica en la mejor zona de Teusaquillo, Proyecto EÓN",local-comercial,False,"Teusaquillo, Bogotá, Cundinamarca",694,millones,53.0,53.0,,,
2804,LOCAL EN VENTA EN Bogotá,local-comercial,False,"NORTE, Porciuncula, Bogotá, Bogota",490,millones,18.0,18.0,,,
2805,Local en venta Rionegro,local-comercial,False,"Centro Casco Histórico, Rionegro, Rionegro, Antioquia",250,millones,40.0,40.0,,1.0,
2806,"Amplio Local Comercial de 46m2 en El Limonar, Armenia",local-comercial,False,"Armenia, Armenia, Quindío",228,millones,52.0,46.0,,,
2807,VENTA LOCAL BAVARIA SANTA MARTA,local-comercial,False,"Bavaria, Santa Marta, Santa Marta, Magdalena",280,millones,39.0,88.0,2.0,1.0,
2808,Venta de Local en La Ceja,local-comercial,False,"La Ceja, La Ceja, Antioquia",450,millones,122.0,122.0,,,
2809,Se venden dos lotes comerciales en urb. San Pablo Potrerito,local-comercial,False,"Jamundí, Jamundí, Valle del Cauca",160,millones,153.0,152.0,,2.0,2.0
2810, Consultorio en la Clinica VIDA (D.E),local-comercial,False,"Tequendama, Cali, Cali, Valle del Cauca",460,millones,40.0,40.0,,1.0,1.0
2811,Venta de Local en La Ceja Antioquia,local-comercial,False,"La Ceja, La Ceja, La Ceja, Antioquia",237,millones,59.0,59.0,,1.0,
2812,"Local con parqueadero gratis en centro comercial, Cali  T.P",local-comercial,False,"Capri, Cali, Cali, Valle del Cauca",90,millones,10.0,10.0,,,
2813,"Proyecto EÓN te ofrece un elegante Local Comercial de 42 m2, Bogotá",local-comercial,False,"Teusaquillo, Bogotá, Cundinamarca",548,millones,42.0,42.0,,,
2814,Local en venta en Calasanz - Medellín,local-comercial,False,"Calasanz, Medellín, Medellín, Antioquia",350,millones,55.0,55.0,,1.0,
2815,Local Comercial en 1er piso en torre de 12 pisos en Pilarica Robledo,local-comercial,False,"Pilarica, Medellín, Medellín, Antioquia",420,millones,46.0,,,1.0,
2816,Venta o Arriendo Local Comercia San Andresito Norte,local-comercial,False,"Tibabita, Usaquén, Bogotá, Cundinamarca",400,millones,18.0,18.0,,,
2817,LOCAL COMERCIAL CENTRO COMERCIAL ESTACION (AE) ,local-comercial,False,"Cali, Cali, Valle del Cauca",660,millones,74.0,74.0,,,
2818,LOCAL EN VENTA EN Bogotá,local-comercial,False,"NOROCCIDENTE, Ciudadela Colsubsidio, Bogotá, Bogota",944,millones,118.0,118.0,,,
2819,Venta Casa El Poblado Cali,local-comercial,False,"El Poblado, Cali, Cali, Valle del Cauca",290,millones,68.0,147.0,,5.0,
2820,Elegante local comercial con un área de 28m2 está esperando por ti en Proyecto “Los Cerros”,local-comercial,False,"Armenia, Armenia, Quindío",144,millones,31.0,28.0,,,
2821,"¡ÚLTIMOS LOCALES! Proyecto ""Los Cerros"": Local Comercial de 45m2, El Limonar",local-comercial,False,"Armenia, Armenia, Quindío",220,millones,50.0,45.0,,,
2822,Venta o alquiler Local Hacienda Santa Barbara,local-comercial,False,"Santa Bárbara, Usaquén, Bogotá, Cundinamarca",970,millones,65.0,65.0,,,
2823,Local centro de Bogota,local-comercial,False,"Las Nieves, Santa Fe, Bogotá, Cundinamarca",256,millones,,42.0,1.0,1.0,
2824,VENDO LOCAL-ISLA DE COMIDA (D.E),local-comercial,False,"Capri, Cali, Cali, Valle del Cauca",185,millones,30.0,30.0,,,
2825,"Proyecto ""Los Cerros"" te ofrece un elegante Local Comercial de 56m2, El Limonar",local-comercial,False,"Armenia, Armenia, Quindío",269,millones,63.0,56.0,,,
2826,Venta de Lote Comercial en Rionegro ,local-comercial,False,"Macarena, Rionegro, Rionegro, Antioquia",240,millones,91.0,,1.0,1.0,1.0
2827,LOCAL EN VENTA EN Bogotá,local-comercial,False,"OCCIDENTE, Siberia, Bogotá, Bogota",290,millones,12.0,12.0,,,
2828,LOCAL EN VENTA EN Bogotá,local-comercial,False,"NORTE, El Chico, Bogotá, Bogota",3400,millones,181.0,181.0,,1.0,
2829,LOCAL EN VENTA EN Bogotá,local-comercial,False,"SUR, Tunal Bajo, Bogotá, Bogota",4310,millones,342.0,342.0,,,
2830,Local en venta o arriendo en Usaquén ,local-comercial,False,"Usaquén, Usaquén, Bogotá, Cundinamarca",980,millones,,65.0,,1.0,
2831,Local en Venta en Envigado,local-comercial,False,"Envigado, Envigado, Envigado, Antioquia",300,millones,78.0,78.0,,1.0,
2832,Venta Local en San Nicolas  Centro de Cali  ,local-comercial,False,"San Nicolás, Cali, Cali, Valle del Cauca",260,millones,35.0,35.0,,1.0,
2833,Venta Local Comercial Loma el Escobero (Envigado),local-comercial,False,"Loma Del Escobero, Envigado, Envigado, Antioquia",300,millones,32.0,32.0,,1.0,
2834,VENDO LOCAL COMERCIAL EN CENTENARIO (CM),local-comercial,False,"Cali, Cali, Valle del Cauca",390,millones,60.0,60.0,,1.0,
2835,"Exclusivo Local Comercial cerca del Aeropuerto Internacional ""El Dorado"", Bogotá",local-comercial,False,"Teusaquillo, Bogotá, Cundinamarca",421,millones,32.0,32.0,,,
2836,Venta De Local Con Bodoga Salvador Medellin,local-comercial,False,"El Salvador, Medellín, Medellín, Antioquia",460,millones,202.0,112.0,,,
2837,LOCAL EN VENTA EN Itagüí ,local-comercial,False,"NOR ORIENTE, Santa Maria, Itagüí , Antioquia",218,millones,60.0,60.0,,1.0,
2838,Venta Consultorio Bogota Edificio Versalles Plaza ,local-comercial,False,"San Patricio , Usaquén, Bogotá, Cundinamarca",550,millones,54.0,54.0,2.0,2.0,1.0
2839,"Iluminada Oficina en Proyecto LEMONT COMERCIO, Alto de las Palmas - Envigado",oficina,False,"Envigado, Valle de Aburrá, Antioquia",527,millones,66.0,66.0,,1.0,
2840,Centro Empresarial Santa María: Iluminada Oficina de 57m2 en Apartadó - Antioquia,oficina,False,"Apartadó, Urabá, Antioquia",440,millones,57.0,57.0,,1.0,1.0
2841,Oficina amoblada en venta o arriendo en Chicó ,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",315,millones,,45.0,,2.0,3.0
2842,Oficina en venta o arriendo en Chicó,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",359,millones,,62.0,1.0,1.0,3.0
2843,Oficina en venta o arriendo en Santa Barbara ,oficina,False,"Santa Barbara, Usaquén, Bogotá, Cundinamarca",410,millones,,74.0,2.0,2.0,2.0
2844,"Modernas y Elegantes Oficinas en Proyecto mixto Life 72, desde 59 m2 en el corazón financiero de Bogotá",oficina,False,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",485,millones,59.0,59.0,,1.0,
2845,LEMONT COMERCIO: OFICINAS en un proyecto único en Alto de las Palmas - Envigado,oficina,False,"Envigado, Valle de Aburrá, Antioquia",698,millones,87.0,87.0,,1.0,
2846,"Oficina en ubicación privilegiada en Proyecto LEMONT COMERCIO, Envigado - Antioquia",oficina,False,"Envigado, Valle de Aburrá, Antioquia",520,millones,65.0,65.0,,1.0,
2847,Oficina en venta o arriendo en El Chicó,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",580,millones,,71.0,1.0,1.0,2.0
2848,"Oficina en sector EXCLUSIVO de Apartadó, Centro Empresarial Santa María. ",oficina,False,"Apartadó, Urabá, Antioquia",239,millones,31.0,31.0,,1.0,1.0
2849,"Excelente oportunidad! Proyecto mixto LIFE 72, oficinas desde 71m2 centro financiero de Bogotá",oficina,False,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",551,millones,71.0,71.0,,1.0,
2850,Casa oficina en venta o arriendo en Chapinero ,oficina,False,"Chapinero, Chapinero, Bogotá, Cundinamarca",3300,millones,,626.0,12.0,5.0,4.0
2851,Espectacular Proyecto de Oficinas - TORRE ONCE 93,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",2320,millones,,137.0,2.0,2.0,
2852,Oficina en Venta o Arriendo en Chicó,oficina,False,"Santa Bárbara, Usaquén, Bogotá, Cundinamarca",1300,millones,,100.0,1.0,1.0,1.0
2853,"Oficinas en sector exclusivo de Bogotá, Proyecto mixto LIFE 72, desde 48m2.",oficina,False,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",413,millones,48.0,48.0,,1.0,
2854,Oficina en venta en Rosales,oficina,False,"Rosales, Chapinero, Bogotá, Cundinamarca",600,millones,,53.0,2.0,3.0,1.0
2855,"Proyecto mixto Life 72, iluminadas oficinas de 52m2 en sector exclusivo de Bogotá",oficina,False,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",436,millones,52.0,52.0,,1.0,
2856,"Amplia Oficina de 205m2, de estreno en Proyecto LEMONT COMERCIO en Envigado",oficina,False,"Envigado, Valle de Aburrá, Antioquia",1146,millones,205.0,205.0,,1.0,
2857,"Centro Empresarial Santa María en el Urubá: Oficina de 61m2 en excelente ubicación, Apartadó - Antioquia",oficina,False,"Apartadó, Urabá, Antioquia",477,millones,61.0,61.0,,1.0,1.0
2858,Elegante y amplia oficina de 187m2 en Centro Empresarial Santa María en Apartadó - Antioquia,oficina,False,"Apartadó, Urabá, Antioquia",1319,millones,187.0,187.0,,1.0,2.0
2859,Oficina en venta o arriendo en Chico Norte,oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",750,millones,,66.0,1.0,2.0,1.0
2860,"Elegantes y modernas oficinas 72m2 en Proyecto mixto LIFE 72, Quinta Camacho - Bogotá",oficina,False,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",567,millones,72.0,72.0,,1.0,
2861,"Elegante Oficina en Proyecto LEMONT COMERCIO, Envigado - Antioquia",oficina,False,"Envigado, Valle de Aburrá, Antioquia",515,millones,64.0,64.0,,1.0,
2862,Oficina en venta o arriendo en Chicó,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",1150,millones,,137.0,2.0,3.0,2.0
2863,"Excelente ubicación: Proyecto mixto LIFE 72, amplias oficinas de 72m2, centro financiero Quinta Camacho -Bogotá",oficina,False,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",551,millones,72.0,72.0,,1.0,
2864,Oficina en venta o arriendo en el Parque la 93,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",1100,millones,120.0,,,3.0,
2865,"Hermosa Oficina para tu empresa en LEMONT COMERCIO, Envigado - Antioquia",oficina,False,"Envigado, Valle de Aburrá, Antioquia",463,millones,58.0,58.0,,1.0,
2866,"Oficina de 30m2 en importante Centro Empresarial Santa María, Urabá - Apartadó",oficina,False,"Apartadó, Urabá, Antioquia",230,millones,30.0,30.0,,1.0,1.0
2867,Estupenda oportunidad: Amplias e iluminadas oficinas de 72m2 en el centro financiero de Bogotá,oficina,False,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",551,millones,72.0,72.0,,1.0,
2868,DE ESTRENO: Excelente oficina de 103m2 en Proyecto LEMONT COMERCIO en Envigado,oficina,False,"Envigado, Valle de Aburrá, Antioquia",669,millones,103.0,103.0,,1.0,1.0
2869,"LIFE 72 OFICINAS, desde 72m2 en el corazón financiero de Bogotá",oficina,False,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",567,millones,72.0,72.0,,1.0,
2870,"Centro Empresarial Santa María, Oficina de 28m2 en el Urabá - Antioquia",oficina,False,"Apartadó, Urabá, Antioquia",228,millones,28.0,28.0,,1.0,1.0
2871,"Iluminadas y modernas oficinas de 72m2 en Proyecto LIFE 72, Quinta Camacho - Bogotá",oficina,False,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",551,millones,72.0,72.0,,1.0,
2872,"Oficina de Estreno, 81m2 en Proyecto LEMONT COMERCIO, Alto de las Palmas - Envigado",oficina,False,"Envigado, Valle de Aburrá, Antioquia",535,millones,81.0,81.0,,1.0,
2873,"Amplias Oficinas en ubicación privilegiada, 88m2 en Proyecto mixto LIFE 72, centro financiero de Bogotá",oficina,False,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",679,millones,88.0,88.0,,1.0,
2874,CASA EN VENTA EN SAN FELIPE,oficina,False,"San Felipe, Teusaquillo, Bogotá, Cundinamarca",5200,millones,,,,10.0,3.0
2875,VENTA OFICINAS CHICO BOGOTÁ ,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",575,millones,,95.0,,2.0,2.0
2876,Venta Oficina Duplex  Chico Norte 137 mts ,oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",1170,millones,137.0,137.0,,3.0,4.0
2877,Venta/Arriendo/Permuta de Oficina Nueva en edificio Bacatá,oficina,False,"Las Nieves, La Candelaria, Bogotá, Cundinamarca",480,millones,,,,,1.0
2878,Venta o alquiler oficina Bella Suiza - 305,oficina,False,"Bella Suiza, Usaquén, Bogotá, Cundinamarca",364,millones,41.0,41.0,,1.0,1.0
2879,VENDO OFICINA EN SANTA BARBARA BOGOTA,oficina,False,"Santa barbara , Bogotá D.C., Bogotá, Cundinamarca",3200,millones,,,,3.0,13.0
2880,VENTA OFICINA CHICO (CHAPINERO),oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",325,millones,56.0,56.0,4.0,1.0,
2881,Venta Oficina Chico 75 mts ,oficina,False,"Chico, Bogotá D.C., Bogotá, Cundinamarca",750,millones,75.0,,,1.0,
2882,Oficina chico 160 mts,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",790,millones,160.0,160.0,,1.0,4.0
2883,Venta Oficina 90 Mts en Chico Norte III Bogotá ,oficina,False,"Chico Norte Iii, Chapinero, Bogotá, Cundinamarca",675,millones,90.0,90.0,,1.0,2.0
2884,Venta o alquiler oficina Bella Suiza -404,oficina,False,"Bella Suiza, Usaquén, Bogotá, Cundinamarca",396,millones,40.0,40.0,,1.0,1.0
2885,VENTA CASA PARA OFICINAS ALAMBRA 400 MTS ,oficina,False,"Suba, Bogotá, Cundinamarca",1800,millones,400.0,,,,2.0
2886,Venta Oficina Chico - Chapinero,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",455,millones,70.0,70.0,,1.0,1.0
2887,"BOGOTA, VENDO OFICINA  CERCA AL PARQUE DE LA 93, 60 MTS ",oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",390,millones,,60.0,,1.0,1.0
2888,VENTA DE OFICINA SALITRE ( FONTIBON ),oficina,False,"Ciudad Salitre Occidente, Fontibón, Bogotá, Cundinamarca",440,millones,45.0,45.0,,,1.0
2889,VENTA OFICINA CHICO 44.01 MTS ,oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",320,millones,,44.0,1.0,1.0,1.0
2890,Venta o Arriendo de Oficina en Chico,oficina,False,"Chico Navarra, Usaquén, Bogotá, Cundinamarca",260,millones,36.0,36.0,2.0,1.0,1.0
2891,Venta y Arriendo - Oficina Chico Norte - 2754102,oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",3000,millones,275.0,275.0,10.0,2.0,7.0
2892,VENTA ARRIENDO OFICINA CENTRO INTERNACIONAL (Bta),oficina,False,"Centro Internacional, Santa Fe, Bogotá, Cundinamarca",390,millones,,,,,
2893,VENTA DE OFICINA EN CHICÓ,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",695,millones,92.0,92.0,,,2.0
2894,Venta Oficina Usaquen 88 mts ,oficina,False,"Usaquén, Bogotá, Cundinamarca",550,millones,88.0,88.0,,1.0,3.0
2895,VENTA OFICINA/ ESTRENAR 74 MTS USAQUEN,oficina,False,"Usaquen, Bogotá D.C., Bogotá, Cundinamarca",950,millones,,,,1.0,1.0
2896,Venta oficina Bella Suiza,oficina,False,"Bella Suiza, Usaquén, Bogotá, Cundinamarca",370,millones,30.0,30.0,1.0,1.0,1.0
2897,VENTA OFICINA 114 METROS ,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",1200,millones,114.0,,,1.0,3.0
2898,Venta Oficina Chico Norte - 3121595,oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",1400,millones,130.0,130.0,5.0,1.0,3.0
2899,VENTA APTO CALLE 97  CON CRA 10,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",850,millones,130.0,,3.0,3.0,1.0
2900,Bogotá Venta Oficina CHICO ,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",825,millones,109.0,109.0,,3.0,2.0
2901,Venta o Arriendo oficina en Mazuren,oficina,False,"Mazurén , Suba, Bogotá, Cundinamarca",430,millones,,45.0,1.0,,1.0
2902,Venta de Oficina en Avenida El Poblado ,oficina,False,"El Poblado, Medellín, Medellín, Antioquia",480,millones,65.0,65.0,,2.0,1.0
2903,"Bogota, Vendo Oficina Santa Barbara 34,41 Mts",oficina,False,"Santa Barbara, Usaquén, Bogotá, Cundinamarca",250,millones,34.0,34.0,,1.0,1.0
2904,"Bogotá, Venta Oficina Exterior, en el Centro 300 mts ",oficina,False,"Las Nieves, Santa Fe, Bogotá, Cundinamarca",900,millones,300.0,300.0,,2.0,
2905,HERMOSA OFICINA  CON VISTA EXTERIOR EN TERRA116,oficina,False,"Santa Barbara Occidental, Usaquén, Bogotá, Cundinamarca",585,millones,52.0,52.0,,,1.0
2906,Venta Oficinas Chico Norte 168 mts ,oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",1427,millones,168.0,168.0,,2.0,4.0
2907,Venta Oficina Duplex Chico Norte 65 mts ,oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",533,millones,65.0,65.0,,1.0,2.0
2908,"Bogota, Venta Oficina Chico Norte 58 mts ",oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",420,millones,58.0,58.0,,1.0,1.0
2909,VENTA OFICINA DUPLEX CHICO 160 MTS + 25 TERRAZA,oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",990,millones,,160.0,,1.0,4.0
2910,VENTA O ARRIENDO OFICINA CHICO (USAQUEN),oficina,False,"Usaquén, Usaquén, Bogotá, Cundinamarca",1050,millones,75.0,75.0,,,
2911,"Venta Oficina Zona Financiera calle 72, 175 mts ",oficina,False,"Cabrera, Chapinero, Bogotá, Cundinamarca",1250,millones,175.0,,,2.0,2.0
2912,Venta Oficina Chico Norte 90 mts ,oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",660,millones,90.0,90.0,,,2.0
2913,"Bogota, Arriendo Oficina, Santa Barbara Oriental, 71 Mts",oficina,False,"Santa Barbara Oriental, Usaquén, Bogotá, Cundinamarca",475,millones,,71.0,4.0,1.0,2.0
2914,VENTA O ARRIENDO OFICINA CIUDAD SALITRE (FONTIBON),oficina,False,"Ciudad Salitre Occidente, Fontibón, Bogotá, Cundinamarca",1350,millones,119.0,119.0,,2.0,2.0
2915, HERMOSA OFICINA EN EDIFICIO TERRA 116 - 1603336,oficina,False,"Santa Barbara Occidental, Usaquén, Bogotá, Cundinamarca",320,millones,31.0,31.0,,,1.0
2916,Venta Oficina Castellana en Obra gris 290 mts ,oficina,False,"La Castellana, Barrios Unidos, Bogotá, Cundinamarca",3000,millones,360.0,360.0,,,4.0
2917,Venta Oficina Teleport 135 mts ,oficina,False,"Santa Barbara, Usaquén, Bogotá, Cundinamarca",1800,millones,135.0,135.0,,1.0,3.0
2918,Venta Apartamento en el Retiro 50 mts ,oficina,False,"El Retiro, Chapinero, Bogotá, Cundinamarca",415,millones,50.0,50.0,,1.0,1.0
2919,BOGOTÁ VENTA OFICINA CHICO,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",790,millones,160.0,160.0,,1.0,4.0
2920,VENDO OFICINA / 60M2/ EN CHICO BOGOTA,oficina,False,"Chico, Bogotá D.C., Bogotá, Cundinamarca",510,millones,,,,8.0,
2921,Venta Oficina Chico Norte 104 mts ,oficina,False,"Chico norte , Bogotá D.C., Bogotá, Cundinamarca",800,millones,,,,,
2922,Oficina La carolina 176 mts,oficina,False,"La Carolina, Usaquén, Bogotá, Cundinamarca",1364,millones,176.0,176.0,,,3.0
2923,Venta Oficina Elemento Calle 26 2135 mts ,oficina,False,"Modelia, Bogotá D.C., Bogotá, Cundinamarca",18147,millones,2135.0,,,,29.0
2924,Venta Oficina Chico Reservado 95 mts ,oficina,False,"Chico Reservado, Chapinero, Bogotá, Cundinamarca",860,millones,95.0,,,1.0,1.0
2925,Venta Oficina chico 158 mts ,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",1100,millones,158.0,158.0,,,2.0
2926,Venta Arriendo Oficinas Edificio Corficolombiana Cali,oficina,False,"Centro, San Pedro, Cali, Cali, Valle del Cauca",470,millones,235.0,235.0,,2.0,3.0
2927,Venta Oficina 34 Mts Santa Barbara Bogotá ,oficina,False,"Santa Bárbara, Usaquén, Bogotá, Cundinamarca",250,millones,34.0,34.0,,1.0,1.0
2928,Venta Oficina Chico Norte 60 mts ,oficina,False,"Chicó , Chapinero, Bogotá, Cundinamarca",540,millones,60.0,60.0,,,1.0
2929,"Bogota, Venta Oficina Parque la 93, barrio chico, Area  58,3 m2",oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",420,millones,,58.0,,1.0,1.0
2930,venta oficina Bogotá,oficina,False,"La Castellana, Barrios Unidos, Bogotá, Cundinamarca",350,millones,42.0,42.0,,1.0,1.0
2931,Venta Oficina Chico Norte 200 mts ,oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",1400,millones,200.0,200.0,,3.0,3.0
2932,Venta Oficina Obra Gris Pontevedra 43 mts ,oficina,False,"Pontevedra, Suba, Bogotá, Cundinamarca",450,millones,43.0,43.0,,,1.0
2933,VENTA MEZZANINE PARA OFICINAS EN CHAPINERO,oficina,False,"Chapinero, Chapinero, Bogotá, Cundinamarca",980,millones,214.0,214.0,10.0,3.0,
2934,"Bogota, Venta Oficina Chico Norte 70 mts ",oficina,False,"Chico Norte, Chapinero, Bogotá, Cundinamarca",670,millones,70.0,70.0,,,2.0
2935,"Bogotá, Venta Oficina Edificio Ángel, Centro 491 mts ",oficina,False,"Las Nieves, Santa Fe, Bogotá, Cundinamarca",1100,millones,491.0,491.0,,2.0,4.0
2936,VENTA EXCLUSIVAS OFICINAS NUEVAS UNICENTRO - LA CAROLINA BOGOTÁ ,oficina,False,"La Carolina, Usaquén, Bogotá, Cundinamarca",851,millones,,,,,
2937,VENTA OFICINAS CALLE 105 PARQUE FRANCIA,oficina,False,"Chico Navarra, Usaquén, Bogotá, Cundinamarca",695,millones,78.0,78.0,,2.0,2.0
